pair_code,city,brand,category,gender_label,product_name,size_ml_or_g,price_local,currency,original_price_local,on_promotion,retailer,match_quality,confidence,date_scraped,source_url,scrape_status
DOVE-BODYWASH-HYD-AUTO046,Hyderabad,Dove,Body Wash,male,Dove Men+Care Extra Fresh Body Wash,100,183.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/beardo-activated-charcoal-body-wash-men-soap-free-deep-cleansing-skin-detox/p/itmffd7a50fc8d33,OK
DOVE-BODYWASH-HYD-AUTO047,Hyderabad,Dove,Body Wash,female,Dove Premium Moisture Care Body Wash 470ml,470,282.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/arabian-aroma-velvet-vanilla-shower-gel-women-soft-creamy-clearing-skin-touch/p/itm381138303ba45,OK
DOVE-BODYWASH-HYD-AUTO047,Hyderabad,Dove,Body Wash,male,Dove Men+Care Clean Comfort Body Wash 400ml,400,664.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/truemenn-aqua-fresh-intimate-spray-men-ph-balanced-hygiene-aloe-vera-tea-tree/p/itmb878e99c10ac8,OK
FIAMA-BODYWASH-HYD-AUTO001,Hyderabad,Fiama,Body Wash,female,Fiama Women Shower Gel Peach & Avocado,100,160.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/fiama-shower-gel-peach-avocado-moisturised-skin-skin-conditioners-250-ml/p/itma335ecfe1dcad,OK
FIAMA-BODYWASH-HYD-AUTO001,Hyderabad,Fiama,Body Wash,male,Fiama Men Refreshing Shower Gel,100,461.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/fiama-men-refreshing-pulse-shower-gel-pack-3/p/itm2f98dc17aba08,OK
LUX-BODYWASH-HYD-AUTO001,Hyderabad,Lux,Body Wash,female,Lux Velvet Touch Shower Gel 500ml,500,170.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/lux-lavender-vitamin-c-illuminating-bodywash/p/itm8d1e91178276e,OK
LUX-BODYWASH-HYD-AUTO001,Hyderabad,Lux,Body Wash,male,Lux Men Sport Fresh Shower Gel 500ml,500,353.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/lux-men-vest/p/itmf6u9khbv6k7gp,OK
DOVE-CONDITIO-HYD-AUTO001,Hyderabad,Dove,Conditioner,female,Dove Intense Repair Conditioner 175ml,175,140.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/dove-intense-repair-conditioner/p/itmew5mrhkdh8t5c,OK
DOVE-CONDITIO-HYD-AUTO001,Hyderabad,Dove,Conditioner,male,Dove Men+Care Fortifying Conditioner 180ml,180,259.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/dove-dryness-care-conditioner/p/itmd9ed8ub2wyzkd,OK
GARNIER-CONDITIO-HYD-AUTO001,Hyderabad,Garnier,Conditioner,female,Garnier Ultra Blends 5 Precious Herbs Conditioner,100,416.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/garnier-color-naturals-long-lasting-creme-shade-1-natural-black/p/itmaf36cb94570bb,OK
GARNIER-CONDITIO-HYD-AUTO001,Hyderabad,Garnier,Conditioner,male,Garnier Men Anti-Dandruff Conditioner 175ml,175,358.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/garnier-men-color-naturals-crme-hair-color-6-60-intense-red-70ml-60g-hyaluronic-acid-green-tea-purifying-hydration-serum-mask-28g/p/itm8487b98371e37,OK
HEADSHOU-CONDITIO-HYD-AUTO001,Hyderabad,Head & Shoulders,Conditioner,female,H&S Smooth & Silky Conditioner 340ml,340,574.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/head-shoulders-2-in-1-smooth-silky-conditioner-anti-dandruff-shampoo-almond-milk/p/itma9844e0f04a75,OK
HEADSHOU-CONDITIO-HYD-AUTO001,Hyderabad,Head & Shoulders,Conditioner,male,H&S Men 2-in-1 Anti-Dandruff 340ml,340,992.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/head-shoulders-2-1-cool-menthol-anti-dandruff-shampoo-conditioner-340ml-each-2pcs/p/itmba2e8aec6b5d4,OK
MAMAEART-CONDITIO-HYD-AUTO001,Hyderabad,Mamaearth,Conditioner,female,Mamaearth Onion Conditioner Women (250ml),250,399.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/just-herbs-strong-nourish-conditioner-coconut-hibiscus-castor-10x-stronger-hair-200ml/p/itmf77285364e0c6,OK
MAMAEART-CONDITIO-HYD-AUTO001,Hyderabad,Mamaearth,Conditioner,male,Mamaearth Men Anti-Dandruff Conditioner (250ml),250,266.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/mamaearth-lemon-anti-dandruff-conditioner-ginger-soft-smooth-hair/p/itm00898369c6abc,OK
FOGG-DEODORAN-HYD-AUTO001,Hyderabad,Fogg,Deodorant Roll-On,female,Fogg Miss Dew Roll-On Women,100,283.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/fogg-scent-sultan30mlx2-body-spray-men-women/p/itmd037f4684bfc0,OK
FOGG-DEODORAN-HYD-AUTO001,Hyderabad,Fogg,Deodorant Roll-On,male,Fogg Master Roll-On Men,100,256.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/fogg-master-napolean-intense-body-spray-men-women/p/itm93e19d0a803f6,OK
NIVEA-DEODORAN-HYD-AUTO001,Hyderabad,Nivea,Deodorant Roll-On,female,Nivea Pearl & Beauty Roll-On 50ml,50,192.0,INR,,False,Flipkart,5,HIGH,2026-03-18,https://www.flipkart.com/nivea-pearl-beauty-deodorant-roll-on-women/p/itm19bf155e34b95,OK
NIVEA-DEODORAN-HYD-AUTO001,Hyderabad,Nivea,Deodorant Roll-On,male,Nivea Men Deep Roll-On 50ml,50,180.0,INR,,False,Flipkart,5,HIGH,2026-03-18,https://www.flipkart.com/nivea-men-deep-impact-freshness-roll-50-g-x-1-set-deodorant-roll-on/p/itma83dc9975d758,OK
NIVEA-DEODORAN-HYD-AUTO002,Hyderabad,Nivea,Deodorant Roll-On,female,Nivea Pearl & Beauty Roll-On,100,495.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/nivea-pearl-beauty-women-roll-on-each-50ml-pack-2-deodorant-women/p/itma4953af298d66,OK
NIVEA-DEODORAN-HYD-AUTO002,Hyderabad,Nivea,Deodorant Roll-On,male,Nivea Men Deep Impact Roll-On,100,420.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/nivea-men-deep-impact-deodorant-roll-on-50ml-each-pack-women/p/itm1846a4cd5aa02,OK
DOVE-DEODORAN-HYD-AUTO052,Hyderabad,Dove,Deodorant Spray,female,Dove Eventone Body Spray Women 150ml,150,206.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/dove-original-deodorant-women-spray/p/itma36b4f05de8df,OK
DOVE-DEODORAN-HYD-AUTO052,Hyderabad,Dove,Deodorant Spray,male,Dove Men+Care Clean Comfort Spray 150ml,150,561.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/dove-men-care-cool-fresh-dry-spray-antiperspirant-deodorant-pack-3-men/p/itmde37c3862283c,OK
ENGAGE-DEODORAN-HYD-AUTO001,Hyderabad,Engage,Deodorant Spray,female,Engage W1 Deodorant Spray Women 150ml,150,176.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/engage-blush-deodorant-spray-women/p/itme2255e6785493,OK
ENGAGE-DEODORAN-HYD-AUTO001,Hyderabad,Engage,Deodorant Spray,male,Engage M1 Deodorant Spray Men 150ml,150,259.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/engage-blush-spell-deodorant-spray-women/p/itmf3v9zxtpyuhbc,OK
FOGG-DEODORAN-HYD-AUTO002,Hyderabad,Fogg,Deodorant Spray,female,Fogg Royal Women Body Spray 150ml,150,182.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/fogg-royal-body-sprey-spray-men-women/p/itmac81f23b30b3c,OK
FOGG-DEODORAN-HYD-AUTO002,Hyderabad,Fogg,Deodorant Spray,male,Fogg Macho Men Body Spray 150ml,150,167.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/fogg-marco-no-gas-body-spray-men/p/itm03a90bc51df03,OK
NIVEA-DEODORAN-HYD-AUTO003,Hyderabad,Nivea,Deodorant Spray,female,Nivea Whitening Talc-Free Deo Spray 150ml,150,425.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/nivea-whitening-smooth-skin-spray-women-150ml-each-pack-2-deodorant/p/itmf3vdguk9zdayp,OK
NIVEA-DEODORAN-HYD-AUTO003,Hyderabad,Nivea,Deodorant Spray,male,Nivea Men Deep Ocean Spray 150ml,150,285.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/nivea-men-fresh-ocean-aqua-scent-deo-150-ml-deodorant-spray/p/itmde64eb5791ae7,OK
BIOTIQ-FACEMOIS-HYD-AUTO019,Hyderabad,Biotique,Face Moisturizer,female,Biotique Bio Coconut Whitening Cream 50g,50,481.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/biotique-bio-coconut-whitening-brightening-cream-50g-pack-2/p/itmc227a28b484ec,OK
BIOTIQ-FACEMOIS-HYD-AUTO019,Hyderabad,Biotique,Face Moisturizer,male,Biotique Bio Aloe Vera Fresh Cream Men 50g,50,131.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/biotique-youth-anti-ageing-serummen-womenreduces-fine-linesall-skin-types/p/itma5dfa80ebc98b,OK
GARNIER-FACEMOIS-HYD-AUTO001,Hyderabad,Garnier,Face Moisturizer,female,Garnier Bright Complete Vitamin C Cream 45g,45,168.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/dr-rashel-vitamin-c-gel-face-body-antioxidant-support-radiance-revitalizing/p/itm0cfb3cf72e76f,OK
GARNIER-FACEMOIS-HYD-AUTO001,Hyderabad,Garnier,Face Moisturizer,male,Garnier Men PowerWhite Moisturizer 45g,45,238.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/man-company-glow-pro-instant-face-moisturizer-men-non-sticky-reduces-dark-spots/p/itm8f0f12e7d6f77,OK
HIMALAYA-FACEMOIS-HYD-AUTO001,Hyderabad,Himalaya,Face Moisturizer,female,Himalaya Nourishing Skin Cream 50ml,50,204.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/himalaya-herbals-revitalizing-night-cream-50ml-pack-1/p/itm2bd2a07a26d82,OK
HIMALAYA-FACEMOIS-HYD-AUTO001,Hyderabad,Himalaya,Face Moisturizer,male,Himalaya Men Intense Moisturizing Cream 50ml,50,132.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/himalaya-nourishing-skin-cream/p/itmfdpyzwzag26qp,OK
LAKME-FACEMOIS-HYD-AUTO001,Hyderabad,Lakme,Face Moisturizer,female,Lakme Peach Milk Moisturizer SPF 24 60ml,60,328.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/lotus-herbals-whiteglow-skin-brightening-deep-moisturising-cream-spf-20-pa/p/itm8d0b2466975f3,OK
LAKME-FACEMOIS-HYD-AUTO001,Hyderabad,Lakme,Face Moisturizer,male,Garnier Men PowerWhite Moisturizer 45ml,45,334.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/lakm-peach-pro-ceramide-moisturizer-dry-skin-normal-skin-sensitive/p/itm945e748607408,OK
OLAY-FACECREAM-HYD-01,Hyderabad,Olay,Face Moisturizer,female,Olay Total Effects Day Cream 50g,50,738.0,INR,,False,Flipkart,4,HIGH,2026-03-18,https://www.flipkart.com/olay-total-effects-night-cream-firmer-younger-looking-skin-every-morning-each-pack-1/p/itma069316ee83bb,OK
OLAY-FACECREAM-HYD-01,Hyderabad,Olay,Face Moisturizer,male,Olay Men Solutions Moisturizer 50g,50,884.0,INR,,False,Flipkart,4,HIGH,2026-03-18,https://www.flipkart.com/olay-total-effects-day-cream-normal-each-50g-pack-1/p/itmec598c587fe5c,OK
MAMAEART-FACETONE-HYD-AUTO001,Hyderabad,Mamaearth,Face Toner,female,Mamaearth Rose Water Toner Women 200ml,200,324.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/mamaearth-rice-water-dewy-face-toner-4-niacinamide-glass-skin-men-women/p/itm162766b30cfb6,OK
MAMAEART-FACETONE-HYD-AUTO001,Hyderabad,Mamaearth,Face Toner,male,Mamaearth Men Charcoal Toner 200ml,200,305.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/mamaearth-toner-face-pore-tightening-vitamin-c-cucumber-men-women/p/itm4e2cbd6a82ba3,OK
BIOTIQUE-FACIALCL-HYD-AUTO001,Hyderabad,Biotique,Facial Cleanser,female,Biotique Bio Honey Gel Foaming Face Wash 100ml,100,172.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/biotique-bio-honey-gel-face-wash/p/itmf3vdakf8ygqae,OK
BIOTIQUE-FACIALCL-HYD-AUTO001,Hyderabad,Biotique,Facial Cleanser,male,Biotique Bio Neem Foaming Face Wash 100ml,100,151.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/biotique-bio-honey-gel-refreshing-foaming-face-wash-100ml/p/itmbe8dee88c4b0f,OK
GARNIER-FACEWASH-HYD-01,Hyderabad,Garnier,Facial Cleanser,female,Garnier Bright Complete Vitamin C Face Wash 100ml,100,179.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/dr-sheths-neem-salicylic-acid-deeply-cleanses-exfoliates-prevents-acne-face-wash/p/itm108f8b4dad902,OK
GARNIER-FACEWASH-HYD-01,Hyderabad,Garnier,Facial Cleanser,male,Garnier Men PowerWhite Face Wash 100ml,100,302.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/wow-skin-science-men-korean-ginseng-kojic-acid-detan-gel-reduces-tan-dark-spots-ginsengclear-technology-face-wash/p/itm64ef34329c60d,OK
HIMALAYA-FACIALCL-HYD-AUTO001,Hyderabad,Himalaya,Facial Cleanser,female,Himalaya Nourishing Cream Face Wash 100ml,100,158.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/himalaya-brightening-vitamin-c-orange-face-cleanser-remove-dull-skin-wash/p/itmd42cd8917f3e6,OK
HIMALAYA-FACIALCL-HYD-AUTO001,Hyderabad,Himalaya,Facial Cleanser,male,Himalaya Men Active Fresh Face Wash 100ml,100,371.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/himalaya-men-pimple-clear-neem-face-wash/p/itmee5a689cf0d1c,OK
GARNIER-HAIRCOLO-HYD-AUTO001,Hyderabad,Garnier,Hair Colour,female,Garnier Color Naturals Hair Colour Cream Women,100,157.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/sunny-herbals-hair-color-dark-brown-pack-4/p/itmffqf4jx99fjn8,OK
GARNIER-HAIRCOLO-HYD-AUTO001,Hyderabad,Garnier,Hair Colour,male,Garnier Men Power Black Shampoo Hair Colour,100,362.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/garnier-men-shampoo-color-based-hair-100-grey-coverage-pack-10-brown-black-3-0/p/itmef5aac0c0898f,OK
GODREJ-HAIRCOLO-HYD-AUTO001,Hyderabad,Godrej,Hair Colour,female,Godrej Expert Cream Hair Colour Women (120ml),120,150.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/sunny-herbals-hair-color-pack-4-black/p/itmfg8vyqasgntpq,OK
GODREJ-HAIRCOLO-HYD-AUTO001,Hyderabad,Godrej,Hair Colour,male,Godrej Expert Men Hair Colour (25ml),25,452.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/bigen-men-s-speedy-natural-black/p/itmdtuv3sggx2d8g,OK
PARACHUT-HAIROIL-HYD-AUTO001,Hyderabad,Parachute,Hair Oil,female,Parachute Advansed Jasmine Non-Sticky Hair Oil 200,100,164.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/parachute-advansed-castor-shea-enriched-coconut-hair-oil/p/itmbba4a8a3a92cb,OK
PARACHUT-HAIROIL-HYD-AUTO001,Hyderabad,Parachute,Hair Oil,male,Parachute Advansed Men Nourish Hair Oil 200ml,200,296.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/parachute-advansed-rosemary-enriched-coconut-hair-oil-200ml-fore-long-thick-hair/p/itm37c9d44bd936d,OK
MAMAEA-HANDCREA-HYD-AUTO165,Hyderabad,Mamaearth,Hand Cream,female,Mamaearth Aloe Vera Hand Cream 30ml,30,248.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/fixderma-anti-ageing-hand-cream-women-men-moisturizer-dry-rough-hands/p/itm7d18167aa93b6,OK
MAMAEA-HANDCREA-HYD-AUTO165,Hyderabad,Mamaearth,Hand Cream,male,Mamaearth Men Hand & Nail Cream 30ml,30,199.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/azah-hand-nail-cream-women-repair-infused-hyaluronic-acid-niacinamide/p/itma101636de9585,OK
NEUTROGE-HANDCREA-HYD-AUTO001,Hyderabad,Neutrogena,Hand Cream,female,Neutrogena Norwegian Formula Hand Cream Women 50ml,50,570.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/neutrogena-sunscreen-spf-50-pa-ultra-sheer-dry-touch-sunblock-water-sweat-resistant-no-white-cast/p/itm09afe8366ef9e,OK
NEUTROGE-HANDCREA-HYD-AUTO001,Hyderabad,Neutrogena,Hand Cream,male,Neutrogena Men Norwegian Formula Hand Cream 50ml,50,440.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/neutrogena-deep-clean-facial-cleanser/p/itmd9avaqj75uqdp,OK
NIVEA-HANDCREA-HYD-AUTO001,Hyderabad,Nivea,Hand Cream,female,Nivea Extra Rich Caring Hand Cream 100ml,100,256.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/nivea-men-women-soft-moisturizing-cream-face-body-hands-vitamin-e-pack-1/p/itmdcbbcffe17542,OK
NIVEA-HANDCREA-HYD-AUTO001,Hyderabad,Nivea,Hand Cream,male,Nivea Men Quick Dry Hand Gel 100ml,100,599.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/nivea-men-protect-care-after-shave-balm-important/p/itmd310aafa0082a,OK
DOVE-HANDWASH-HYD-AUTO001,Hyderabad,Dove,Hand Wash,female,Dove Care & Protect Hand Wash 250ml,250,383.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/vitro-aloe-hand-wash-herbal-germ-protection-contains-vera-honey-keep-soft-wash-bottle/p/itm5e04c8ed84c3a,OK
DOVE-HANDWASH-HYD-AUTO001,Hyderabad,Dove,Hand Wash,male,Dove Men+Care Deep Clean Hand Wash 250ml,250,599.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/dove-men-care-150ml-hydration-boost-facewash-soap-free-facewash-normal-dry-skin-face-wash/p/itmcc42db70b2d65,OK
HIMALAYA-HANDWASH-HYD-AUTO001,Hyderabad,Himalaya,Hand Wash,female,Himalaya Pure Hands Sparkling Rose Hand Wash 250ml,250,140.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/himalaya-pure-hands-tulsi-aloe-moisturizing-hand-wash-pump-dispenser/p/itmcbf52d2d28899,OK
HIMALAYA-HANDWASH-HYD-AUTO001,Hyderabad,Himalaya,Hand Wash,male,Himalaya Men Active Fresh Hand Wash 250ml,250,140.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/himalaya-pure-hands-tulsi-aloe-moisturizing-hand-wash-pump-dispenser/p/itmcbf52d2d28899,OK
BIOTIQ-SHAMPOO-HYD-AUTO021,Hyderabad,Biotique,Shampoo,female,Biotique Bio Kelp Fresh Growth Shampoo,100,150.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/colorstock-rosemary-shampoo-men-women-shine-care-fresh-feel/p/itm064aac0de7a27,OK
BIOTIQ-SHAMPOO-HYD-AUTO021,Hyderabad,Biotique,Shampoo,male,Biotique Bio Green Apple Shampoo,100,441.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/head-shoulders-smooth-silky-anti-dandruff-shampoo-softer-smoother-hair/p/itm6004bab89cbe8,OK
GARNIER-SHAMPOO-HYD-AUTO001,Hyderabad,Garnier,Shampoo,female,Garnier Ultra Blends Soy Milk Shampoo 340ml,340,244.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/greenworth-shampoo-women-men-sulphate-free-dry-damaged-thin-frizzy-hair/p/itmb1caf5e740913,OK
GARNIER-SHAMPOO-HYD-AUTO001,Hyderabad,Garnier,Shampoo,male,Garnier Men Anti-Dandruff Shampoo 340ml,340,404.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/element-anti-dandruff-shampoo-200-2/p/itm9ff5c570a14c2,OK
HEADSHOU-SHAMPOO-HYD-AUTO001,Hyderabad,Head & Shoulders,Shampoo,female,H&S Smooth & Silky Shampoo,100,199.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/head-shoulders-smooth-silky-anti-dandruff-shampoo-all-hair-types/p/itmf4w5schj8hvte,OK
HEADSHOU-SHAMPOO-HYD-AUTO001,Hyderabad,Head & Shoulders,Shampoo,male,H&S Men Ultra Shampoo,100,930.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/head-shoulders-cool-menthol-anti-dandruff-shampoo-scalp-protection/p/itm75826181813f3,OK
HIMALAYA-SHAMPOO-HYD-AUTO001,Hyderabad,Himalaya,Shampoo,female,Himalaya Anti-Dandruff Shampoo Women 200ml,200,241.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/just-herbs-aloe-wheatgerm-moisturising-frizz-control-nourishing-dry-hair-shampoo-women/p/itmb9e9aafb507c9,OK
HIMALAYA-SHAMPOO-HYD-AUTO001,Hyderabad,Himalaya,Shampoo,male,Himalaya Men Anti-Dandruff Shampoo 200ml,200,258.0,INR,,False,Flipkart,3,HIGH,2026-03-18,https://www.flipkart.com/element-anti-dandruff/p/itm582c4289aa996,OK
